pincode,post_office_name,district,state,delivery_status
384947,PO Ahmedabad 947,Ahmedabad,Gujarat,Delivery
384288,PO Bhavnagar 288,Bhavnagar,Gujarat,Delivery
385184,PO Vadodara 184,Vadodara,Gujarat,Non-Delivery
385213,PO Bhavnagar 213,Bhavnagar,Gujarat,Delivery
386952,PO Ahmedabad 952,Ahmedabad,Gujarat,Delivery
386578,PO Surat 578,Surat,Gujarat,Delivery
386870,PO Rajkot 870,Rajkot,Gujarat,Delivery
386554,PO Vadodara 554,Vadodara,Gujarat,Delivery
386758,PO Surat 758,Surat,Gujarat,Delivery
387513,PO Vadodara 513,Vadodara,Gujarat,Delivery
387448,PO Surat 448,Surat,Gujarat,Delivery
388620,PO Bhavnagar 620,Bhavnagar,Gujarat,Delivery
388407,PO Vadodara 407,Vadodara,Gujarat,Non-Delivery
388280,PO Rajkot 280,Rajkot,Gujarat,Delivery
388365,PO Bhavnagar 365,Bhavnagar,Gujarat,Delivery
389191,PO Bhavnagar 191,Bhavnagar,Gujarat,Delivery
389088,PO Bhavnagar 88,Bhavnagar,Gujarat,Delivery
389253,PO Ahmedabad 253,Ahmedabad,Gujarat,Delivery
389158,PO Rajkot 158,Rajkot,Gujarat,Delivery
389650,PO Surat 650,Surat,Gujarat,Delivery
390370,PO Ahmedabad 370,Ahmedabad,Gujarat,Delivery
390966,PO Vadodara 966,Vadodara,Gujarat,Delivery
390780,PO Vadodara 780,Vadodara,Gujarat,Delivery
390090,PO Surat 90,Surat,Gujarat,Delivery
391106,PO Ahmedabad 106,Ahmedabad,Gujarat,Delivery
391568,PO Ahmedabad 568,Ahmedabad,Gujarat,Delivery
391804,PO Vadodara 804,Vadodara,Gujarat,Delivery
391013,PO Vadodara 13,Vadodara,Gujarat,Delivery
391798,PO Ahmedabad 798,Ahmedabad,Gujarat,Delivery
392586,PO Bhavnagar 586,Bhavnagar,Gujarat,Delivery
392390,PO Surat 390,Surat,Gujarat,Delivery
392309,PO Vadodara 309,Vadodara,Gujarat,Delivery
393172,PO Rajkot 172,Rajkot,Gujarat,Delivery
393307,PO Rajkot 307,Rajkot,Gujarat,Delivery
394258,PO Surat 258,Surat,Gujarat,Delivery
394508,PO Bhavnagar 508,Bhavnagar,Gujarat,Delivery
394469,PO Ahmedabad 469,Ahmedabad,Gujarat,Delivery
394007,PO Rajkot 7,Rajkot,Gujarat,Delivery
395824,PO Vadodara 824,Vadodara,Gujarat,Delivery
395441,PO Bhavnagar 441,Bhavnagar,Gujarat,Delivery
395329,PO Bhavnagar 329,Bhavnagar,Gujarat,Delivery
395206,PO Rajkot 206,Rajkot,Gujarat,Delivery
395988,PO Rajkot 988,Rajkot,Gujarat,Delivery
396753,PO Rajkot 753,Rajkot,Gujarat,Delivery
396801,PO Surat 801,Surat,Gujarat,Delivery
396288,PO Rajkot 288,Rajkot,Gujarat,Delivery
396955,PO Bhavnagar 955,Bhavnagar,Gujarat,Delivery
400699,PO Solapur 699,Solapur,Maharashtra,Delivery
400976,PO Aurangabad 976,Aurangabad,Maharashtra,Delivery
400726,PO Pune 726,Pune,Maharashtra,Delivery
401852,PO Aurangabad 852,Aurangabad,Maharashtra,Delivery
401869,PO Solapur 869,Solapur,Maharashtra,Delivery
401690,PO Nashik 690,Nashik,Maharashtra,Delivery
401311,PO Pune 311,Pune,Maharashtra,Delivery
402733,PO Nashik 733,Nashik,Maharashtra,Delivery
402076,PO Nashik 76,Nashik,Maharashtra,Delivery
402491,PO Thane 491,Thane,Maharashtra,Delivery
403557,PO Mumbai 557,Mumbai,Maharashtra,Delivery
403369,PO Aurangabad 369,Aurangabad,Maharashtra,Delivery
403550,PO Thane 550,Thane,Maharashtra,Delivery
403088,PO Mumbai 88,Mumbai,Maharashtra,Delivery
403674,PO Aurangabad 674,Aurangabad,Maharashtra,Delivery
404577,PO Aurangabad 577,Aurangabad,Maharashtra,Delivery
404410,PO Solapur 410,Solapur,Maharashtra,Delivery
405109,PO Mumbai 109,Mumbai,Maharashtra,Delivery
405228,PO Thane 228,Thane,Maharashtra,Delivery
405572,PO Thane 572,Thane,Maharashtra,Delivery
405227,PO Nashik 227,Nashik,Maharashtra,Delivery
405475,PO Solapur 475,Solapur,Maharashtra,Delivery
406354,PO Mumbai 354,Mumbai,Maharashtra,Delivery
406303,PO Nashik 303,Nashik,Maharashtra,Delivery
406088,PO Mumbai 88,Mumbai,Maharashtra,Delivery
407357,PO Nagpur 357,Nagpur,Maharashtra,Delivery
407804,PO Pune 804,Pune,Maharashtra,Delivery
408327,PO Mumbai 327,Mumbai,Maharashtra,Delivery
408830,PO Aurangabad 830,Aurangabad,Maharashtra,Delivery
408870,PO Nagpur 870,Nagpur,Maharashtra,Delivery
408694,PO Solapur 694,Solapur,Maharashtra,Delivery
408759,PO Pune 759,Pune,Maharashtra,Delivery
409339,PO Thane 339,Thane,Maharashtra,Delivery
409474,PO Pune 474,Pune,Maharashtra,Delivery
409645,PO Pune 645,Pune,Maharashtra,Delivery
410406,PO Mumbai 406,Mumbai,Maharashtra,Delivery
410905,PO Pune 905,Pune,Maharashtra,Delivery
410440,PO Nashik 440,Nashik,Maharashtra,Non-Delivery
410220,PO Pune 220,Pune,Maharashtra,Delivery
410721,PO Solapur 721,Solapur,Maharashtra,Delivery
411819,PO Solapur 819,Solapur,Maharashtra,Delivery
411375,PO Nagpur 375,Nagpur,Maharashtra,Delivery
412269,PO Aurangabad 269,Aurangabad,Maharashtra,Delivery
412541,PO Aurangabad 541,Aurangabad,Maharashtra,Delivery
413626,PO Nashik 626,Nashik,Maharashtra,Delivery
413357,PO Nagpur 357,Nagpur,Maharashtra,Delivery
413633,PO Pune 633,Pune,Maharashtra,Delivery
413723,PO Solapur 723,Solapur,Maharashtra,Delivery
413630,PO Thane 630,Thane,Maharashtra,Delivery
414321,PO Mumbai 321,Mumbai,Maharashtra,Delivery
414120,PO Pune 120,Pune,Maharashtra,Delivery
414145,PO Thane 145,Thane,Maharashtra,Delivery
415589,PO Nashik 589,Nashik,Maharashtra,Delivery
415499,PO Aurangabad 499,Aurangabad,Maharashtra,Delivery
415942,PO Aurangabad 942,Aurangabad,Maharashtra,Delivery
416569,PO Pune 569,Pune,Maharashtra,Delivery
416144,PO Pune 144,Pune,Maharashtra,Delivery
416462,PO Thane 462,Thane,Maharashtra,Delivery
417975,PO Mumbai 975,Mumbai,Maharashtra,Delivery
417200,PO Solapur 200,Solapur,Maharashtra,Delivery
417576,PO Thane 576,Thane,Maharashtra,Delivery
417419,PO Aurangabad 419,Aurangabad,Maharashtra,Delivery
418501,PO Pune 501,Pune,Maharashtra,Delivery
418032,PO Solapur 32,Solapur,Maharashtra,Delivery
418300,PO Mumbai 300,Mumbai,Maharashtra,Delivery
418551,PO Nagpur 551,Nagpur,Maharashtra,Delivery
418469,PO Thane 469,Thane,Maharashtra,Delivery
419563,PO Thane 563,Thane,Maharashtra,Delivery
419117,PO Nagpur 117,Nagpur,Maharashtra,Delivery
419844,PO Nagpur 844,Nagpur,Maharashtra,Delivery
419775,PO Mumbai 775,Mumbai,Maharashtra,Delivery
419452,PO Thane 452,Thane,Maharashtra,Delivery
420105,PO Aurangabad 105,Aurangabad,Maharashtra,Delivery
420770,PO Pune 770,Pune,Maharashtra,Delivery
420034,PO Nashik 34,Nashik,Maharashtra,Delivery
420883,PO Solapur 883,Solapur,Maharashtra,Delivery
420887,PO Mumbai 887,Mumbai,Maharashtra,Delivery
421215,PO Solapur 215,Solapur,Maharashtra,Delivery
421706,PO Nagpur 706,Nagpur,Maharashtra,Delivery
421625,PO Aurangabad 625,Aurangabad,Maharashtra,Delivery
422804,PO Pune 804,Pune,Maharashtra,Delivery
422825,PO Mumbai 825,Mumbai,Maharashtra,Delivery
422546,PO Nagpur 546,Nagpur,Maharashtra,Delivery
423332,PO Aurangabad 332,Aurangabad,Maharashtra,Delivery
423587,PO Nagpur 587,Nagpur,Maharashtra,Delivery
423527,PO Aurangabad 527,Aurangabad,Maharashtra,Delivery
424986,PO Solapur 986,Solapur,Maharashtra,Delivery
424941,PO Mumbai 941,Mumbai,Maharashtra,Delivery
424888,PO Aurangabad 888,Aurangabad,Maharashtra,Delivery
425256,PO Pune 256,Pune,Maharashtra,Delivery
425849,PO Pune 849,Pune,Maharashtra,Delivery
425693,PO Nashik 693,Nashik,Maharashtra,Delivery
426643,PO Nashik 643,Nashik,Maharashtra,Delivery
426078,PO Aurangabad 78,Aurangabad,Maharashtra,Delivery
426788,PO Mumbai 788,Mumbai,Maharashtra,Delivery
426768,PO Nagpur 768,Nagpur,Maharashtra,Delivery
427466,PO Nashik 466,Nashik,Maharashtra,Delivery
427003,PO Solapur 3,Solapur,Maharashtra,Delivery
427751,PO Mumbai 751,Mumbai,Maharashtra,Delivery
427470,PO Aurangabad 470,Aurangabad,Maharashtra,Delivery
428871,PO Mumbai 871,Mumbai,Maharashtra,Delivery
428408,PO Pune 408,Pune,Maharashtra,Delivery
428845,PO Pune 845,Pune,Maharashtra,Delivery
428331,PO Solapur 331,Solapur,Maharashtra,Delivery
429580,PO Solapur 580,Solapur,Maharashtra,Delivery
429352,PO Aurangabad 352,Aurangabad,Maharashtra,Delivery
429048,PO Mumbai 48,Mumbai,Maharashtra,Delivery
430017,PO Mumbai 17,Mumbai,Maharashtra,Delivery
430162,PO Nashik 162,Nashik,Maharashtra,Delivery
430982,PO Nashik 982,Nashik,Maharashtra,Delivery
430706,PO Pune 706,Pune,Maharashtra,Delivery
430310,PO Pune 310,Pune,Maharashtra,Delivery
431096,PO Aurangabad 96,Aurangabad,Maharashtra,Delivery
431085,PO Nagpur 85,Nagpur,Maharashtra,Delivery
431665,PO Pune 665,Pune,Maharashtra,Delivery
431641,PO Nagpur 641,Nagpur,Maharashtra,Delivery
432440,PO Aurangabad 440,Aurangabad,Maharashtra,Delivery
432098,PO Mumbai 98,Mumbai,Maharashtra,Delivery
432080,PO Pune 80,Pune,Maharashtra,Delivery
433010,PO Mumbai 10,Mumbai,Maharashtra,Delivery
433837,PO Mumbai 837,Mumbai,Maharashtra,Delivery
433433,PO Aurangabad 433,Aurangabad,Maharashtra,Delivery
433073,PO Pune 73,Pune,Maharashtra,Delivery
433749,PO Solapur 749,Solapur,Maharashtra,Delivery
434377,PO Nagpur 377,Nagpur,Maharashtra,Delivery
434793,PO Solapur 793,Solapur,Maharashtra,Delivery
434137,PO Aurangabad 137,Aurangabad,Maharashtra,Delivery
434147,PO Mumbai 147,Mumbai,Maharashtra,Delivery
435625,PO Aurangabad 625,Aurangabad,Maharashtra,Delivery
435360,PO Aurangabad 360,Aurangabad,Maharashtra,Delivery
436942,PO Nashik 942,Nashik,Maharashtra,Delivery
436454,PO Solapur 454,Solapur,Maharashtra,Delivery
436919,PO Mumbai 919,Mumbai,Maharashtra,Delivery
437604,PO Aurangabad 604,Aurangabad,Maharashtra,Delivery
437987,PO Nashik 987,Nashik,Maharashtra,Delivery
438254,PO Nagpur 254,Nagpur,Maharashtra,Delivery
438255,PO Thane 255,Thane,Maharashtra,Delivery
438739,PO Thane 739,Thane,Maharashtra,Delivery
439869,PO Solapur 869,Solapur,Maharashtra,Delivery
439309,PO Pune 309,Pune,Maharashtra,Delivery
440766,PO Nashik 766,Nashik,Maharashtra,Delivery
440056,PO Solapur 56,Solapur,Maharashtra,Delivery
440978,PO Pune 978,Pune,Maharashtra,Delivery
441247,PO Nashik 247,Nashik,Maharashtra,Delivery
441073,PO Thane 73,Thane,Maharashtra,Delivery
442370,PO Nagpur 370,Nagpur,Maharashtra,Delivery
442882,PO Solapur 882,Solapur,Maharashtra,Delivery
443560,PO Aurangabad 560,Aurangabad,Maharashtra,Delivery
443483,PO Solapur 483,Solapur,Maharashtra,Delivery
443602,PO Mumbai 602,Mumbai,Maharashtra,Non-Delivery
443221,PO Mumbai 221,Mumbai,Maharashtra,Delivery
444519,PO Nagpur 519,Nagpur,Maharashtra,Delivery
444514,PO Solapur 514,Solapur,Maharashtra,Delivery
444719,PO Nashik 719,Nashik,Maharashtra,Delivery
444550,PO Thane 550,Thane,Maharashtra,Delivery
444285,PO Mumbai 285,Mumbai,Maharashtra,Delivery
445998,PO Solapur 998,Solapur,Maharashtra,Delivery
445335,PO Nashik 335,Nashik,Maharashtra,Delivery
445782,PO Solapur 782,Solapur,Maharashtra,Delivery
450318,PO Gwalior 318,Gwalior,Madhya Pradesh,Delivery
450867,PO Indore 867,Indore,Madhya Pradesh,Delivery
451947,PO Gwalior 947,Gwalior,Madhya Pradesh,Delivery
451627,PO Ujjain 627,Ujjain,Madhya Pradesh,Delivery
452123,PO Bhopal 123,Bhopal,Madhya Pradesh,Delivery
452719,PO Bhopal 719,Bhopal,Madhya Pradesh,Delivery
452976,PO Jabalpur 976,Jabalpur,Madhya Pradesh,Delivery
453171,PO Jabalpur 171,Jabalpur,Madhya Pradesh,Delivery
453800,PO Jabalpur 800,Jabalpur,Madhya Pradesh,Delivery
453121,PO Bhopal 121,Bhopal,Madhya Pradesh,Delivery
453440,PO Jabalpur 440,Jabalpur,Madhya Pradesh,Delivery
454730,PO Ujjain 730,Ujjain,Madhya Pradesh,Delivery
454509,PO Gwalior 509,Gwalior,Madhya Pradesh,Delivery
454057,PO Gwalior 57,Gwalior,Madhya Pradesh,Delivery
454171,PO Jabalpur 171,Jabalpur,Madhya Pradesh,Delivery
455916,PO Ujjain 916,Ujjain,Madhya Pradesh,Delivery
455119,PO Indore 119,Indore,Madhya Pradesh,Delivery
456046,PO Bhopal 46,Bhopal,Madhya Pradesh,Delivery
456484,PO Jabalpur 484,Jabalpur,Madhya Pradesh,Delivery
457184,PO Bhopal 184,Bhopal,Madhya Pradesh,Delivery
457936,PO Gwalior 936,Gwalior,Madhya Pradesh,Delivery
457255,PO Gwalior 255,Gwalior,Madhya Pradesh,Delivery
458278,PO Bhopal 278,Bhopal,Madhya Pradesh,Delivery
458123,PO Ujjain 123,Ujjain,Madhya Pradesh,Delivery
458054,PO Indore 54,Indore,Madhya Pradesh,Delivery
458529,PO Bhopal 529,Bhopal,Madhya Pradesh,Delivery
459899,PO Gwalior 899,Gwalior,Madhya Pradesh,Delivery
459793,PO Jabalpur 793,Jabalpur,Madhya Pradesh,Delivery
460009,PO Jabalpur 9,Jabalpur,Madhya Pradesh,Delivery
460578,PO Jabalpur 578,Jabalpur,Madhya Pradesh,Delivery
460249,PO Gwalior 249,Gwalior,Madhya Pradesh,Delivery
460996,PO Gwalior 996,Gwalior,Madhya Pradesh,Delivery
460795,PO Indore 795,Indore,Madhya Pradesh,Delivery
461155,PO Bhopal 155,Bhopal,Madhya Pradesh,Delivery
461025,PO Indore 25,Indore,Madhya Pradesh,Delivery
461652,PO Bhopal 652,Bhopal,Madhya Pradesh,Delivery
462778,PO Gwalior 778,Gwalior,Madhya Pradesh,Delivery
462745,PO Jabalpur 745,Jabalpur,Madhya Pradesh,Delivery
463430,PO Gwalior 430,Gwalior,Madhya Pradesh,Delivery
463996,PO Indore 996,Indore,Madhya Pradesh,Delivery
463096,PO Bhopal 96,Bhopal,Madhya Pradesh,Delivery
464718,PO Jabalpur 718,Jabalpur,Madhya Pradesh,Delivery
464766,PO Bhopal 766,Bhopal,Madhya Pradesh,Delivery
464518,PO Indore 518,Indore,Madhya Pradesh,Delivery
464404,PO Bhopal 404,Bhopal,Madhya Pradesh,Delivery
464064,PO Gwalior 64,Gwalior,Madhya Pradesh,Delivery
465243,PO Jabalpur 243,Jabalpur,Madhya Pradesh,Delivery
465323,PO Gwalior 323,Gwalior,Madhya Pradesh,Delivery
465754,PO Jabalpur 754,Jabalpur,Madhya Pradesh,Delivery
466240,PO Bhopal 240,Bhopal,Madhya Pradesh,Delivery
466140,PO Ujjain 140,Ujjain,Madhya Pradesh,Delivery
466109,PO Indore 109,Indore,Madhya Pradesh,Delivery
466322,PO Gwalior 322,Gwalior,Madhya Pradesh,Delivery
467988,PO Indore 988,Indore,Madhya Pradesh,Delivery
467475,PO Jabalpur 475,Jabalpur,Madhya Pradesh,Delivery
467093,PO Indore 93,Indore,Madhya Pradesh,Delivery
467312,PO Ujjain 312,Ujjain,Madhya Pradesh,Non-Delivery
468152,PO Bhopal 152,Bhopal,Madhya Pradesh,Delivery
468992,PO Jabalpur 992,Jabalpur,Madhya Pradesh,Delivery
468051,PO Jabalpur 51,Jabalpur,Madhya Pradesh,Delivery
468179,PO Bhopal 179,Bhopal,Madhya Pradesh,Delivery
469570,PO Ujjain 570,Ujjain,Madhya Pradesh,Delivery
469474,PO Bhopal 474,Bhopal,Madhya Pradesh,Delivery
469144,PO Bhopal 144,Bhopal,Madhya Pradesh,Non-Delivery
469851,PO Indore 851,Indore,Madhya Pradesh,Delivery
469844,PO Gwalior 844,Gwalior,Madhya Pradesh,Delivery
470597,PO Ujjain 597,Ujjain,Madhya Pradesh,Delivery
470833,PO Bhopal 833,Bhopal,Madhya Pradesh,Non-Delivery
471203,PO Gwalior 203,Gwalior,Madhya Pradesh,Delivery
471095,PO Jabalpur 95,Jabalpur,Madhya Pradesh,Delivery
472052,PO Indore 52,Indore,Madhya Pradesh,Delivery
472444,PO Gwalior 444,Gwalior,Madhya Pradesh,Delivery
472392,PO Gwalior 392,Gwalior,Madhya Pradesh,Delivery
472220,PO Indore 220,Indore,Madhya Pradesh,Delivery
472457,PO Indore 457,Indore,Madhya Pradesh,Non-Delivery
473663,PO Jabalpur 663,Jabalpur,Madhya Pradesh,Delivery
473904,PO Ujjain 904,Ujjain,Madhya Pradesh,Delivery
473090,PO Jabalpur 90,Jabalpur,Madhya Pradesh,Delivery
474205,PO Ujjain 205,Ujjain,Madhya Pradesh,Delivery
474822,PO Ujjain 822,Ujjain,Madhya Pradesh,Delivery
474392,PO Jabalpur 392,Jabalpur,Madhya Pradesh,Delivery
474801,PO Gwalior 801,Gwalior,Madhya Pradesh,Delivery
474580,PO Ujjain 580,Ujjain,Madhya Pradesh,Delivery
475185,PO Bhopal 185,Bhopal,Madhya Pradesh,Delivery
475225,PO Bhopal 225,Bhopal,Madhya Pradesh,Delivery
475798,PO Jabalpur 798,Jabalpur,Madhya Pradesh,Delivery
475484,PO Ujjain 484,Ujjain,Madhya Pradesh,Delivery
476998,PO Indore 998,Indore,Madhya Pradesh,Delivery
476673,PO Indore 673,Indore,Madhya Pradesh,Delivery
476836,PO Bhopal 836,Bhopal,Madhya Pradesh,Delivery
477590,PO Gwalior 590,Gwalior,Madhya Pradesh,Delivery
477860,PO Indore 860,Indore,Madhya Pradesh,Delivery
477607,PO Jabalpur 607,Jabalpur,Madhya Pradesh,Delivery
478936,PO Ujjain 936,Ujjain,Madhya Pradesh,Non-Delivery
478718,PO Jabalpur 718,Jabalpur,Madhya Pradesh,Delivery
478578,PO Indore 578,Indore,Madhya Pradesh,Delivery
478193,PO Gwalior 193,Gwalior,Madhya Pradesh,Delivery
479503,PO Bhopal 503,Bhopal,Madhya Pradesh,Delivery
479239,PO Ujjain 239,Ujjain,Madhya Pradesh,Delivery
479540,PO Gwalior 540,Gwalior,Madhya Pradesh,Non-Delivery
480826,PO Indore 826,Indore,Madhya Pradesh,Delivery
480182,PO Jabalpur 182,Jabalpur,Madhya Pradesh,Delivery
480152,PO Ujjain 152,Ujjain,Madhya Pradesh,Delivery
481793,PO Bhopal 793,Bhopal,Madhya Pradesh,Delivery
481882,PO Jabalpur 882,Jabalpur,Madhya Pradesh,Delivery
481383,PO Gwalior 383,Gwalior,Madhya Pradesh,Delivery
482310,PO Jabalpur 310,Jabalpur,Madhya Pradesh,Delivery
482162,PO Gwalior 162,Gwalior,Madhya Pradesh,Delivery
482984,PO Gwalior 984,Gwalior,Madhya Pradesh,Delivery
482179,PO Ujjain 179,Ujjain,Madhya Pradesh,Delivery
483229,PO Ujjain 229,Ujjain,Madhya Pradesh,Delivery
483388,PO Jabalpur 388,Jabalpur,Madhya Pradesh,Delivery
483302,PO Indore 302,Indore,Madhya Pradesh,Delivery
483002,PO Ujjain 2,Ujjain,Madhya Pradesh,Delivery
484187,PO Ujjain 187,Ujjain,Madhya Pradesh,Delivery
484829,PO Ujjain 829,Ujjain,Madhya Pradesh,Delivery
485960,PO Gwalior 960,Gwalior,Madhya Pradesh,Delivery
485764,PO Bhopal 764,Bhopal,Madhya Pradesh,Delivery
486172,PO Bhopal 172,Bhopal,Madhya Pradesh,Delivery
486687,PO Jabalpur 687,Jabalpur,Madhya Pradesh,Delivery
486272,PO Indore 272,Indore,Madhya Pradesh,Delivery
486070,PO Jabalpur 70,Jabalpur,Madhya Pradesh,Delivery
487738,PO Bhopal 738,Bhopal,Madhya Pradesh,Non-Delivery
487449,PO Gwalior 449,Gwalior,Madhya Pradesh,Delivery
488505,PO Gwalior 505,Gwalior,Madhya Pradesh,Delivery
488385,PO Bhopal 385,Bhopal,Madhya Pradesh,Delivery
488808,PO Ujjain 808,Ujjain,Madhya Pradesh,Delivery
488704,PO Indore 704,Indore,Madhya Pradesh,Delivery
488076,PO Bhopal 76,Bhopal,Madhya Pradesh,Delivery
489268,PO Bhopal 268,Bhopal,Madhya Pradesh,Delivery
489175,PO Gwalior 175,Gwalior,Madhya Pradesh,Delivery
489077,PO Ujjain 77,Ujjain,Madhya Pradesh,Delivery
489096,PO Jabalpur 96,Jabalpur,Madhya Pradesh,Delivery
490722,PO Bhopal 722,Bhopal,Madhya Pradesh,Delivery
490670,PO Indore 670,Indore,Madhya Pradesh,Delivery
490445,PO Indore 445,Indore,Madhya Pradesh,Delivery
490340,PO Indore 340,Indore,Madhya Pradesh,Delivery
490420,PO Ujjain 420,Ujjain,Madhya Pradesh,Delivery
491677,PO Jabalpur 677,Jabalpur,Madhya Pradesh,Delivery
491099,PO Bhopal 99,Bhopal,Madhya Pradesh,Delivery
491563,PO Gwalior 563,Gwalior,Madhya Pradesh,Delivery
491370,PO Bhopal 370,Bhopal,Madhya Pradesh,Delivery
492844,PO Ujjain 844,Ujjain,Madhya Pradesh,Delivery
492100,PO Bhopal 100,Bhopal,Madhya Pradesh,Delivery
492654,PO Jabalpur 654,Jabalpur,Madhya Pradesh,Delivery
492485,PO Bhopal 485,Bhopal,Madhya Pradesh,Delivery
493483,PO Gwalior 483,Gwalior,Madhya Pradesh,Delivery
493272,PO Bhopal 272,Bhopal,Madhya Pradesh,Delivery
493397,PO Indore 397,Indore,Madhya Pradesh,Delivery
493391,PO Jabalpur 391,Jabalpur,Madhya Pradesh,Delivery
493046,PO Jabalpur 46,Jabalpur,Madhya Pradesh,Delivery
494232,PO Jabalpur 232,Jabalpur,Madhya Pradesh,Delivery
494155,PO Bhopal 155,Bhopal,Madhya Pradesh,Delivery
494353,PO Ujjain 353,Ujjain,Madhya Pradesh,Delivery
494775,PO Ujjain 775,Ujjain,Madhya Pradesh,Delivery
495861,PO Gwalior 861,Gwalior,Madhya Pradesh,Delivery
495429,PO Ujjain 429,Ujjain,Madhya Pradesh,Delivery
496587,PO Indore 587,Indore,Madhya Pradesh,Delivery
496081,PO Gwalior 81,Gwalior,Madhya Pradesh,Delivery
496732,PO Bhopal 732,Bhopal,Madhya Pradesh,Delivery
496923,PO Ujjain 923,Ujjain,Madhya Pradesh,Delivery
496694,PO Ujjain 694,Ujjain,Madhya Pradesh,Delivery
497178,PO Indore 178,Indore,Madhya Pradesh,Delivery
497828,PO Indore 828,Indore,Madhya Pradesh,Delivery
497434,PO Bhopal 434,Bhopal,Madhya Pradesh,Delivery
497446,PO Indore 446,Indore,Madhya Pradesh,Delivery
497643,PO Indore 643,Indore,Madhya Pradesh,Delivery
403328,PO Goa District 328,Goa District,Goa,Delivery
403570,PO Goa District 570,Goa District,Goa,Delivery
403878,PO Goa District 878,Goa District,Goa,Delivery
403940,PO Goa District 940,Goa District,Goa,Delivery
560116,PO Mangalore 116,Mangalore,Karnataka,Delivery
560581,PO Belgaum 581,Belgaum,Karnataka,Delivery
560988,PO Bengaluru Urban 988,Bengaluru Urban,Karnataka,Delivery
560577,PO Bengaluru Urban 577,Bengaluru Urban,Karnataka,Delivery
560889,PO Belgaum 889,Belgaum,Karnataka,Delivery
561271,PO Mangalore 271,Mangalore,Karnataka,Delivery
561586,PO Belgaum 586,Belgaum,Karnataka,Delivery
561177,PO Hubli 177,Hubli,Karnataka,Delivery
561634,PO Belgaum 634,Belgaum,Karnataka,Delivery
561412,PO Bengaluru Urban 412,Bengaluru Urban,Karnataka,Delivery
562708,PO Mysuru 708,Mysuru,Karnataka,Non-Delivery
562487,PO Hubli 487,Hubli,Karnataka,Delivery
562021,PO Hubli 21,Hubli,Karnataka,Delivery
562311,PO Hubli 311,Hubli,Karnataka,Delivery
563879,PO Bengaluru Urban 879,Bengaluru Urban,Karnataka,Delivery
563234,PO Mysuru 234,Mysuru,Karnataka,Delivery
563762,PO Mangalore 762,Mangalore,Karnataka,Delivery
563329,PO Hubli 329,Hubli,Karnataka,Delivery
563620,PO Bengaluru Urban 620,Bengaluru Urban,Karnataka,Delivery
564936,PO Mangalore 936,Mangalore,Karnataka,Delivery
564778,PO Belgaum 778,Belgaum,Karnataka,Delivery
564841,PO Bengaluru Urban 841,Bengaluru Urban,Karnataka,Delivery
565068,PO Hubli 68,Hubli,Karnataka,Delivery
565414,PO Mysuru 414,Mysuru,Karnataka,Delivery
565537,PO Belgaum 537,Belgaum,Karnataka,Non-Delivery
566897,PO Mysuru 897,Mysuru,Karnataka,Delivery
566256,PO Bengaluru Urban 256,Bengaluru Urban,Karnataka,Delivery
566941,PO Hubli 941,Hubli,Karnataka,Delivery
567378,PO Mangalore 378,Mangalore,Karnataka,Delivery
567651,PO Bengaluru Urban 651,Bengaluru Urban,Karnataka,Delivery
567248,PO Hubli 248,Hubli,Karnataka,Delivery
567457,PO Mysuru 457,Mysuru,Karnataka,Delivery
568601,PO Belgaum 601,Belgaum,Karnataka,Delivery
568168,PO Hubli 168,Hubli,Karnataka,Delivery
568706,PO Bengaluru Urban 706,Bengaluru Urban,Karnataka,Delivery
568396,PO Bengaluru Urban 396,Bengaluru Urban,Karnataka,Delivery
568586,PO Mysuru 586,Mysuru,Karnataka,Delivery
569694,PO Mysuru 694,Mysuru,Karnataka,Delivery
569420,PO Belgaum 420,Belgaum,Karnataka,Non-Delivery
569800,PO Bengaluru Urban 800,Bengaluru Urban,Karnataka,Delivery
570663,PO Mysuru 663,Mysuru,Karnataka,Delivery
570009,PO Mysuru 9,Mysuru,Karnataka,Delivery
570825,PO Hubli 825,Hubli,Karnataka,Delivery
571434,PO Mangalore 434,Mangalore,Karnataka,Delivery
571471,PO Hubli 471,Hubli,Karnataka,Delivery
571310,PO Belgaum 310,Belgaum,Karnataka,Delivery
571407,PO Belgaum 407,Belgaum,Karnataka,Delivery
572575,PO Belgaum 575,Belgaum,Karnataka,Delivery
572306,PO Bengaluru Urban 306,Bengaluru Urban,Karnataka,Delivery
572345,PO Hubli 345,Hubli,Karnataka,Delivery
572883,PO Hubli 883,Hubli,Karnataka,Delivery
573193,PO Mysuru 193,Mysuru,Karnataka,Delivery
573247,PO Bengaluru Urban 247,Bengaluru Urban,Karnataka,Delivery
573822,PO Belgaum 822,Belgaum,Karnataka,Delivery
573328,PO Mysuru 328,Mysuru,Karnataka,Delivery
574303,PO Hubli 303,Hubli,Karnataka,Delivery
574415,PO Mangalore 415,Mangalore,Karnataka,Delivery
574598,PO Belgaum 598,Belgaum,Karnataka,Delivery
574352,PO Mysuru 352,Mysuru,Karnataka,Delivery
574654,PO Mangalore 654,Mangalore,Karnataka,Delivery
575520,PO Hubli 520,Hubli,Karnataka,Delivery
575861,PO Belgaum 861,Belgaum,Karnataka,Delivery
575100,PO Mangalore 100,Mangalore,Karnataka,Delivery
575265,PO Belgaum 265,Belgaum,Karnataka,Delivery
576970,PO Hubli 970,Hubli,Karnataka,Delivery
